timestamp	pod	resource	usage	request	ratio	threshold	above
2026-06-10T15:34:26.002552+00:00	workload-api-5c9bf65f57-6h82g	cpu	587604826n	50m	11.752097	0.80	true
2026-06-10T15:34:36.067073+00:00	workload-api-5c9bf65f57-6h82g	cpu	587604826n	50m	11.752097	0.80	true
