NAME                            READY   STATUS    RESTARTS   AGE   IP             NODE               NOMINATED NODE   READINESS GATES
s3-under-198-c45f6ffd9-52kpf    1/1     Running   0          59s   10.244.5.45    ip-172-31-16-198   <none>           <none>
s3-under-198-c45f6ffd9-67gcl    1/1     Running   0          59s   10.244.5.46    ip-172-31-16-198   <none>           <none>
s3-cpu-34-848456d98d-cbcgc      1/1     Running   0          58s   10.244.7.52    ip-172-31-19-34    <none>           <none>
s3-cpu-34-848456d98d-nbwp5      1/1     Running   0          58s   10.244.7.51    ip-172-31-19-34    <none>           <none>
s3-cpu-39-694f845c9f-k2j2v      1/1     Running   0          57s   10.244.1.254   ip-172-31-3-39     <none>           <none>
s3-cpu-39-694f845c9f-wfwnl      1/1     Running   0          57s   10.244.1.253   ip-172-31-3-39     <none>           <none>
s3-full-146-5bdc7c699-wbf5p     1/1     Running   0          55s   10.244.4.39    ip-172-31-31-146   <none>           <none>
s3-full-146-5bdc7c699-zskv8     1/1     Running   0          55s   10.244.4.40    ip-172-31-31-146   <none>           <none>
s3-under-245-574b8b4b46-s56dd   1/1     Running   0          51s   10.244.4.42    ip-172-31-31-146   <none>           <none>
s3-full-144-569b4d6597-8wtbc    1/1     Running   0          54s   10.244.2.9     ip-172-31-6-144    <none>           <none>
s3-full-144-569b4d6597-fhl9w    1/1     Running   0          54s   10.244.2.10    ip-172-31-6-144    <none>           <none>
s3-under-245-574b8b4b46-cv56b   1/1     Running   0          51s   10.244.2.11    ip-172-31-6-144    <none>           <none>
