NAME                           READY   STATUS    RESTARTS   AGE   IP             NODE               NOMINATED NODE   READINESS GATES
s1-fill-245-7659c95b6c-cxjjh   1/1     Running   0          7s    10.244.0.167   ip-172-31-1-245    <none>           <none>
s1-fill-245-7659c95b6c-x9qvs   1/1     Running   0          7s    10.244.0.168   ip-172-31-1-245    <none>           <none>
s1-fill-198-6f65649bd4-4z2t5   1/1     Running   0          6s    10.244.5.35    ip-172-31-16-198   <none>           <none>
s1-fill-198-6f65649bd4-qqb77   1/1     Running   0          6s    10.244.5.34    ip-172-31-16-198   <none>           <none>
s1-fill-34-65d8fd768c-gz6jg    1/1     Running   0          5s    10.244.7.9     ip-172-31-19-34    <none>           <none>
s1-fill-34-65d8fd768c-nrl9p    1/1     Running   0          5s    10.244.7.10    ip-172-31-19-34    <none>           <none>
s1-fill-39-7d47c6f544-4vd74    1/1     Running   0          4s    10.244.1.113   ip-172-31-3-39     <none>           <none>
s1-fill-39-7d47c6f544-bswg5    1/1     Running   0          4s    10.244.1.112   ip-172-31-3-39     <none>           <none>
s1-fill-146-f9dd78d6c-2wczm    1/1     Running   0          3s    10.244.4.168   ip-172-31-31-146   <none>           <none>
s1-fill-146-f9dd78d6c-6b5r8    1/1     Running   0          3s    10.244.4.169   ip-172-31-31-146   <none>           <none>
s1-fill-144-75b6ddcffc-g44c5   1/1     Running   0          1s    10.244.2.225   ip-172-31-6-144    <none>           <none>
s1-fill-144-75b6ddcffc-g99ks   1/1     Running   0          1s    10.244.2.224   ip-172-31-6-144    <none>           <none>
