NAME                          READY   STATUS    RESTARTS   AGE   IP             NODE               NOMINATED NODE   READINESS GATES
s2-cpu-245-846fcd67f4-5x49v   1/1     Running   0          12s   10.244.0.52    ip-172-31-1-245    <none>           <none>
s2-cpu-245-846fcd67f4-rx7rp   1/1     Running   0          12s   10.244.0.53    ip-172-31-1-245    <none>           <none>
s2-cpu-198-7f87654f6f-fbdt2   1/1     Running   0          11s   10.244.5.52    ip-172-31-16-198   <none>           <none>
s2-cpu-198-7f87654f6f-qtmkn   1/1     Running   0          11s   10.244.5.51    ip-172-31-16-198   <none>           <none>
s2-cpu-34-6694c57846-8kktg    1/1     Running   0          8s    10.244.7.119   ip-172-31-19-34    <none>           <none>
s2-cpu-34-6694c57846-sftml    1/1     Running   0          8s    10.244.7.118   ip-172-31-19-34    <none>           <none>
s2-mem-39-6c9ff4fc6d-hh8n5    1/1     Running   0          7s    10.244.1.167   ip-172-31-3-39     <none>           <none>
s2-mem-39-6c9ff4fc6d-sw5qt    1/1     Running   0          7s    10.244.1.166   ip-172-31-3-39     <none>           <none>
s2-mem-146-7ff7c4f86f-fm94h   1/1     Running   0          5s    10.244.4.35    ip-172-31-31-146   <none>           <none>
s2-mem-146-7ff7c4f86f-wwqhm   1/1     Running   0          5s    10.244.4.36    ip-172-31-31-146   <none>           <none>
s2-mem-144-769fd78487-f4cd8   1/1     Running   0          3s    10.244.2.152   ip-172-31-6-144    <none>           <none>
s2-mem-144-769fd78487-hmhrg   1/1     Running   0          3s    10.244.2.153   ip-172-31-6-144    <none>           <none>
