NAME                            READY   STATUS    RESTARTS   AGE   IP             NODE               NOMINATED NODE   READINESS GATES
s3-under-245-574b8b4b46-mc9xg   1/1     Running   0          8s    10.244.0.180   ip-172-31-1-245    <none>           <none>
s3-under-245-574b8b4b46-sbbk4   1/1     Running   0          8s    10.244.0.181   ip-172-31-1-245    <none>           <none>
s3-under-198-c45f6ffd9-b66ff    1/1     Running   0          7s    10.244.5.225   ip-172-31-16-198   <none>           <none>
s3-under-198-c45f6ffd9-tmzdf    1/1     Running   0          7s    10.244.5.224   ip-172-31-16-198   <none>           <none>
s3-cpu-34-848456d98d-8nw6c      1/1     Running   0          6s    10.244.7.57    ip-172-31-19-34    <none>           <none>
s3-cpu-34-848456d98d-n28vw      1/1     Running   0          6s    10.244.7.56    ip-172-31-19-34    <none>           <none>
s3-cpu-39-694f845c9f-bpqfk      1/1     Running   0          4s    10.244.1.66    ip-172-31-3-39     <none>           <none>
s3-cpu-39-694f845c9f-cwd78      1/1     Running   0          4s    10.244.1.65    ip-172-31-3-39     <none>           <none>
s3-full-146-5bdc7c699-qwn2c     1/1     Running   0          3s    10.244.4.239   ip-172-31-31-146   <none>           <none>
s3-full-146-5bdc7c699-ssvcm     1/1     Running   0          3s    10.244.4.240   ip-172-31-31-146   <none>           <none>
s3-full-144-569b4d6597-bgwkr    1/1     Running   0          2s    10.244.2.132   ip-172-31-6-144    <none>           <none>
s3-full-144-569b4d6597-hjzjh    1/1     Running   0          2s    10.244.2.133   ip-172-31-6-144    <none>           <none>
