NAME                            READY   STATUS    RESTARTS   AGE   IP             NODE               NOMINATED NODE   READINESS GATES
s3-under-245-574b8b4b46-78ljn   1/1     Running   0          7s    10.244.0.145   ip-172-31-1-245    <none>           <none>
s3-under-245-574b8b4b46-78mw9   1/1     Running   0          7s    10.244.0.146   ip-172-31-1-245    <none>           <none>
s3-under-198-c45f6ffd9-26vr8    1/1     Running   0          6s    10.244.5.66    ip-172-31-16-198   <none>           <none>
s3-under-198-c45f6ffd9-2q2f2    1/1     Running   0          6s    10.244.5.65    ip-172-31-16-198   <none>           <none>
s3-cpu-34-848456d98d-ppnzd      1/1     Running   0          5s    10.244.7.70    ip-172-31-19-34    <none>           <none>
s3-cpu-34-848456d98d-z28bq      1/1     Running   0          5s    10.244.7.71    ip-172-31-19-34    <none>           <none>
s3-cpu-39-694f845c9f-5n29d      1/1     Running   0          4s    10.244.1.16    ip-172-31-3-39     <none>           <none>
s3-cpu-39-694f845c9f-99ltf      1/1     Running   0          4s    10.244.1.17    ip-172-31-3-39     <none>           <none>
s3-full-146-5bdc7c699-bkbg8     1/1     Running   0          2s    10.244.4.62    ip-172-31-31-146   <none>           <none>
s3-full-146-5bdc7c699-vpqvw     1/1     Running   0          2s    10.244.4.63    ip-172-31-31-146   <none>           <none>
s3-full-144-569b4d6597-5x7rs    1/1     Running   0          1s    10.244.2.31    ip-172-31-6-144    <none>           <none>
s3-full-144-569b4d6597-gg5wd    1/1     Running   0          1s    10.244.2.30    ip-172-31-6-144    <none>           <none>
