timestamp	pod	uid	owner	node	phase	ready	deletionTimestamp
2026-06-14T13:49:33.266706+00:00	workload-api-5dd89457c6-bdmc9	bf88fbb6-e570-48c5-a5d4-63c22006c409	workload-api-5dd89457c6	worker-6	Running	true	
2026-06-14T13:49:33.266706+00:00	workload-destination-1-5f6d897967-vqblz	8e4d985f-bd30-4683-ad23-022c70587f6e	workload-destination-1-5f6d897967	worker-1	Running	true	
2026-06-14T13:49:33.266706+00:00	workload-destination-1-5f6d897967-zpg4n	87bd9338-7846-49c3-a849-07d0228ef81d	workload-destination-1-5f6d897967	worker-1	Running	true	
2026-06-14T13:49:33.266706+00:00	workload-destination-2-7c84d94cdb-v2nzx	116a44f9-e8f2-411b-8b28-e84d0ff5d5d4	workload-destination-2-7c84d94cdb	worker-2	Running	true	
2026-06-14T13:49:33.266706+00:00	workload-destination-2-7c84d94cdb-wh7qx	acfd17dc-192a-43f6-ab72-8bfab58d20a9	workload-destination-2-7c84d94cdb	worker-2	Running	true	
2026-06-14T13:49:33.266706+00:00	workload-destination-3-57957d8b7c-74lcw	86371aa8-aef2-4ecb-be27-55ee1b8b41fb	workload-destination-3-57957d8b7c	worker-3	Running	true	
2026-06-14T13:49:33.266706+00:00	workload-destination-3-57957d8b7c-rvw2r	c9317797-2f26-4142-a103-09288a0eeb63	workload-destination-3-57957d8b7c	worker-3	Running	true	
2026-06-14T13:49:33.266706+00:00	workload-idle-source-1-649f7d9b48-j2mgr	7eb1d4dd-4200-4661-81d8-2d0e8aef103f	workload-idle-source-1-649f7d9b48	worker-4	Running	true	
2026-06-14T13:49:33.266706+00:00	workload-idle-source-2-958bdc7ff-dzjpj	55869d99-6e37-41fc-9861-74c76fdb12d2	workload-idle-source-2-958bdc7ff	worker-5	Running	true	
2026-06-14T13:50:18.986745+00:00	workload-idle-source-1-649f7d9b48-gd8b6	730b7df6-2447-4cce-ab56-8621270fccb4	workload-idle-source-1-649f7d9b48	worker-2	Pending	false	
2026-06-14T13:50:18.986745+00:00	workload-idle-source-1-649f7d9b48-j2mgr	7eb1d4dd-4200-4661-81d8-2d0e8aef103f	workload-idle-source-1-649f7d9b48	worker-4	Running	true	2026-06-14T13:50:53Z
2026-06-14T13:50:18.986745+00:00	workload-idle-source-2-958bdc7ff-dzjpj	55869d99-6e37-41fc-9861-74c76fdb12d2	workload-idle-source-2-958bdc7ff	worker-5	Running	true	2026-06-14T13:50:53Z
2026-06-14T13:50:18.986745+00:00	workload-idle-source-2-958bdc7ff-st2s6	56ceda0b-a3fa-4b3f-8969-699bcb247958	workload-idle-source-2-958bdc7ff	worker-2	Pending	false	
2026-06-14T13:50:20.084416+00:00	workload-idle-source-2-958bdc7ff-dzjpj	55869d99-6e37-41fc-9861-74c76fdb12d2	workload-idle-source-2-958bdc7ff	worker-5	Running	false	2026-06-14T13:50:53Z
2026-06-14T13:50:21.322594+00:00	workload-idle-source-1-649f7d9b48-gd8b6	730b7df6-2447-4cce-ab56-8621270fccb4	workload-idle-source-1-649f7d9b48	worker-2	Running	true	
2026-06-14T13:50:21.322594+00:00	workload-idle-source-1-649f7d9b48-j2mgr	7eb1d4dd-4200-4661-81d8-2d0e8aef103f	workload-idle-source-1-649f7d9b48	worker-4	Running	false	2026-06-14T13:50:53Z
2026-06-14T13:50:21.322594+00:00	workload-idle-source-2-958bdc7ff-st2s6	56ceda0b-a3fa-4b3f-8969-699bcb247958	workload-idle-source-2-958bdc7ff	worker-2	Running	true	
