NAME                            READY   STATUS    RESTARTS   AGE   IP             NODE               NOMINATED NODE   READINESS GATES
s3-under-245-574b8b4b46-c9rff   1/1     Running   0          7s    10.244.0.144   ip-172-31-1-245    <none>           <none>
s3-under-245-574b8b4b46-vrlrc   1/1     Running   0          7s    10.244.0.143   ip-172-31-1-245    <none>           <none>
s3-under-198-c45f6ffd9-8d2nh    1/1     Running   0          6s    10.244.5.64    ip-172-31-16-198   <none>           <none>
s3-under-198-c45f6ffd9-k7vvn    1/1     Running   0          6s    10.244.5.63    ip-172-31-16-198   <none>           <none>
s3-cpu-34-848456d98d-mcpfq      1/1     Running   0          5s    10.244.7.69    ip-172-31-19-34    <none>           <none>
s3-cpu-34-848456d98d-qwrqd      1/1     Running   0          5s    10.244.7.68    ip-172-31-19-34    <none>           <none>
s3-cpu-39-694f845c9f-cpqz5      1/1     Running   0          4s    10.244.1.14    ip-172-31-3-39     <none>           <none>
s3-cpu-39-694f845c9f-r47wb      1/1     Running   0          4s    10.244.1.15    ip-172-31-3-39     <none>           <none>
s3-full-146-5bdc7c699-4hvn7     1/1     Running   0          3s    10.244.4.58    ip-172-31-31-146   <none>           <none>
s3-full-146-5bdc7c699-smt5r     1/1     Running   0          3s    10.244.4.57    ip-172-31-31-146   <none>           <none>
s3-full-144-569b4d6597-6fjhp    1/1     Running   0          2s    10.244.2.28    ip-172-31-6-144    <none>           <none>
s3-full-144-569b4d6597-nrrxx    1/1     Running   0          2s    10.244.2.27    ip-172-31-6-144    <none>           <none>
