timestamp	pod	resource	usage	request	ratio	threshold	above
2026-06-10T15:29:07.309915+00:00	workload-api-5c9bf65f57-8cdq5	cpu	504633794n	50m	10.092676	0.80	true
2026-06-10T15:29:17.385476+00:00	workload-api-5c9bf65f57-8cdq5	cpu	504633794n	50m	10.092676	0.80	true
